Date,Time,Visitors in Blue Lagoon,Visitors in Machu Picchu,Visitors in Taj Mahal,Visitors in Doge's Palace,Visitors in Louvre Museum,Average Age - Blue Lagoon,Average Age - Machu Picchu,Average Age - Taj Mahal,Average Age - Doge's Palace,Average Age - Louvre Museum
2022-09-09,12:00,4678,3630,44001,3642,26391,34,29,29,21,35
2022-09-09,14:00,4703,2952,28968,3779,28116,34,34,27,28,37
2022-09-09,16:00,3504,3389,69508,5527,26747,28,35,28,30,50
2022-09-09,18:00,3745,3593,69235,3481,26066,24,31,30,38,45
2022-09-10,8:00,4328,3021,28281,5607,24494,22,22,32,27,39
2022-09-10,10:00,4395,2857,43360,4022,22059,23,33,32,30,34
2022-09-10,12:00,2821,3643,34262,4869,23572,24,30,26,21,34
2022-09-10,14:00,4510,2627,29058,3840,26382,27,29,28,19,38
2022-09-10,16:00,3590,3578,38724,5507,28754,27,24,34,41,54
2022-09-10,18:00,4216,3791,65178,5980,29263,34,34,26,35,54
2022-09-11,8:00,3748,3592,66980,5550,29651,34,34,24,22,41
2022-09-11,10:00,4895,3491,37200,5990,29972,25,33,26,21,52
2022-09-11,12:00,3898,3768,29229,3540,28144,30,27,33,21,51
2022-09-11,14:00,2971,3277,36467,3671,27769,24,30,33,20,50
2022-09-11,16:00,3246,2584,30289,4910,22311,27,30,26,40,53
2022-09-11,18:00,3825,2529,29239,5496,26773,22,25,29,44,49
2022-09-12,8:00,3406,3224,65370,5734,26905,34,25,26,26,43
2022-09-12,10:00,3652,3248,60125,4306,23642,33,27,23,28,29
2022-09-12,12:00,4618,3276,40504,4316,26338,25,25,23,26,27
2022-09-12,14:00,4124,2644,43398,5108,28937,23,23,23,29,48
2022-09-12,16:00,3553,3468,34638,5893,28609,26,25,26,43,30
2022-09-12,18:00,4924,3457,34570,5811,27430,24,24,28,41,52
2022-09-13,8:00,4307,3584,31249,5767,0,32,35,32,25,0
2022-09-13,10:00,4608,3461,69110,5916,0,25,27,25,28,0
2022-09-13,12:00,4275,3707,67595,3831,0,23,23,23,26,0
2022-09-13,14:00,4399,2944,41605,3728,0,23,30,29,20,0
2022-09-13,16:00,4054,2795,40115,5180,0,34,25,34,34,0
2022-09-13,18:00,3582,3370,34294,5369,0,33,30,25,31,0
2022-09-14,8:00,4333,3074,33757,5257,25086,25,32,33,24,44
2022-09-14,10:00,3883,2646,40595,4539,26220,22,32,25,25,35
2022-09-14,12:00,4162,2983,61969,5825,29931,32,30,29,29,47
2022-09-14,14:00,4063,3505,60891,4496,27506,25,33,31,27,29
2022-09-14,16:00,4425,3560,32470,5805,29217,32,31,29,38,40
2022-09-14,18:00,3767,3540,38225,5792,25829,33,34,32,32,40
2022-09-15,8:00,3685,3733,37556,5709,26660,32,33,30,30,45
2022-09-15,10:00,4448,3496,37206,5945,28028,28,27,26,29,31
2022-09-15,12:00,4674,3620,37991,4953,27134,30,25,34,26,32
2022-09-15,14:00,4335,3054,66812,5740,26121,28,32,31,23,28
2022-09-15,16:00,4686,3577,67519,5711,28956,29,31,27,34,52
2022-09-15,18:00,3641,3119,41669,5959,22725,28,25,25,35,43
2022-09-16,8:00,3470,2765,32612,5975,24537,33,34,32,24,35
2022-09-16,10:00,3143,3294,40373,5964,23368,33,30,23,20,31
2022-09-16,12:00,4406,2761,43552,5148,23497,35,33,32,20,42
2022-09-16,14:00,3702,3324,42646,5327,27672,24,30,28,26,43
2022-09-16,16:00,4233,3784,65238,5766,28838,23,33,29,42,35
2022-09-16,18:00,4093,3470,66089,5979,29405,30,32,33,34,48
2022-09-17,8:00,4857,3618,43504,5889,27546,31,33,26,25,43
2022-09-17,10:00,4921,3420,31719,5878,23906,33,23,26,25,33
2022-09-17,12:00,3843,3491,28302,4770,26582,29,32,30,29,46
2022-09-17,14:00,4732,2626,40144,5024,24766,29,34,33,20,48
2022-09-17,16:00,4574,2579,38055,5265,24633,35,29,27,43,35
2022-09-17,18:00,3466,3323,64440,5664,21821,30,28,25,42,30
2022-09-18,8:00,4853,3437,64909,4748,21185,29,33,34,24,43
2022-09-18,10:00,4879,3482,31072,3401,21637,32,33,27,25,51
2022-09-18,12:00,4092,2871,41598,3940,21832,22,27,33,25,54
2022-09-18,14:00,3000,3685,42287,4569,29140,30,24,32,22,42
2022-09-18,16:00,3438,3581,41965,5865,28180,26,32,28,35,39
2022-09-18,18:00,4957,3424,37519,5964,26188,22,35,27,42,34
2022-09-19,8:00,4514,3555,68125,5947,27746,22,29,31,22,41
2022-09-19,10:00,5038,3404,63291,5500,29826,31,24,30,25,44
2022-09-19,12:00,4568,3519,32033,3518,27701,27,27,24,24,36
2022-09-19,14:00,3683,3288,33105,5464,26724,31,30,32,26,37
2022-09-19,16:00,3045,3729,36133,4257,28089,35,22,29,35,52
2022-09-19,18:00,4231,3442,44958,5094,22620,31,29,34,39,40
2022-09-20,8:00,3351,3209,33704,5513,0,34,31,34,24,0
2022-09-20,10:00,4615,2556,67848,5627,0,26,26,32,28,0
2022-09-20,12:00,3410,3218,65208,3923,0,22,31,32,21,0
2022-09-20,14:00,3566,2883,40975,4900,0,26,34,26,29,0
2022-09-20,16:00,4143,3752,34924,5912,0,24,31,31,39,0
2022-09-20,18:00,5193,3592,28488,5751,0,35,25,29,33,0
2022-09-21,8:00,3685,3636,35114,5511,28946,29,24,34,22,42
2022-09-21,10:00,4678,3786,43740,5900,28500,27,27,34,25,45
2022-09-21,12:00,4045,3676,63173,5803,28936,34,24,28,25,48
2022-09-21,14:00,3819,3426,61667,3923,28361,34,27,26,27,27
2022-09-21,16:00,3503,3244,32114,5529,24925,27,29,27,33,28
2022-09-21,18:00,3331,3051,31553,4335,24265,30,32,25,41,44
2022-09-22,8:00,3703,3522,35761,5970,21080,29,33,26,25,29
2022-09-22,10:00,4608,2652,29000,3950,29455,31,35,26,26,47
2022-09-22,12:00,4187,3138,43638,3467,24864,26,34,34,22,53
2022-09-22,14:00,4421,2736,69042,5904,26357,29,33,27,19,42
2022-09-22,16:00,3246,3454,61388,5797,28248,27,33,34,31,52
2022-09-22,18:00,4356,3571,33450,5816,28491,32,32,31,45,33
2022-09-23,8:00,4826,3508,31712,5557,28490,33,31,33,26,36
2022-09-23,10:00,4884,3753,29367,5937,29908,34,25,29,24,43
2022-09-23,12:00,4289,3583,36189,3745,28874,22,35,24,20,45
2022-09-23,14:00,4247,3450,37013,3564,21325,24,25,29,29,44
2022-09-23,16:00,3886,2867,60454,5534,23873,29,26,29,37,43
2022-09-23,18:00,3985,3397,69816,3470,21688,33,32,27,43,36
2022-09-24,8:00,3539,2870,31726,3938,22985,30,30,33,25,46
2022-09-24,10:00,3611,2872,32806,5784,21349,27,23,23,20,46
2022-09-24,12:00,3085,3696,30190,4457,22076,31,35,32,22,51
2022-09-24,14:00,4736,3098,37108,3258,27529,22,33,27,24,41
2022-09-24,16:00,4309,3600,40178,5750,28712,35,33,25,35,27
2022-09-24,18:00,4449,3736,62875,5834,27461,33,31,34,31,52
2022-09-25,8:00,4029,3721,65592,5585,27402,30,32,28,24,35
2022-09-25,10:00,3630,3674,40592,5750,26072,35,33,34,24,44
2022-09-25,12:00,4202,3610,36927,3589,29106,28,26,29,26,33
2022-09-25,14:00,3239,3703,42437,4403,26030,30,34,25,19,29
2022-09-25,16:00,4184,3402,39530,3918,24611,27,22,30,39,49
2022-09-25,18:00,4572,2617,35010,3348,22796,34,29,27,35,35
2022-09-26,8:00,3611,3202,67117,5570,27717,34,32,30,24,37
2022-09-26,10:00,3727,3753,69153,3320,24516,30,22,33,20,47
2022-09-26,12:00,3509,2541,30989,5852,22493,34,33,26,28,40
2022-09-26,14:00,4148,2814,40040,5503,24141,32,31,27,24,37
2022-09-26,16:00,3473,3675,37218,5753,26878,30,34,31,44,54
2022-09-26,18:00,4036,3728,34471,5851,26135,24,30,26,41,43
2022-09-27,8:00,4303,3416,30863,5787,0,29,22,25,28,0
2022-09-27,10:00,4262,3682,61177,5808,0,22,33,29,30,0
2022-09-27,12:00,3964,3657,64760,5306,0,23,23,32,22,0
2022-09-27,14:00,4122,3074,28011,4221,0,33,32,34,21,0
2022-09-27,16:00,3312,3073,44353,4669,0,28,34,30,36,0
2022-09-27,18:00,2975,3218,39556,5635,0,33,35,30,37,0
2022-09-28,8:00,4372,3028,39563,4309,24373,26,25,23,20,45
2022-09-28,10:00,4401,3336,42051,4450,23598,34,31,33,20,45
2022-09-28,12:00,4135,2922,68234,5580,22392,31,34,28,30,35
2022-09-28,14:00,3581,3665,69135,4849,26016,24,24,31,24,28
2022-09-28,16:00,4446,3772,44173,5683,28871,26,23,31,32,40
2022-09-28,18:00,4882,3645,41178,5779,20270,33,24,27,36,31
2022-09-29,8:00,4812,3650,34570,5821,28609,26,25,33,27,35
2022-09-29,10:00,3905,3480,28406,5896,28694,25,31,31,21,32
2022-09-29,12:00,5001,3438,37206,4541,28677,28,23,24,27,28
2022-09-29,14:00,3801,3047,64431,5553,21401,25,25,27,28,27
2022-09-29,16:00,3542,3623,65243,5646,20817,29,22,24,31,43
2022-09-29,18:00,4997,2928,34542,4932,26203,26,23,32,44,33
2022-09-30,8:00,3355,2887,36906,4098,27440,34,23,24,20,50
2022-09-30,10:00,3511,3403,32146,5540,29852,30,32,33,28,34
2022-09-30,12:00,4278,2695,40046,3684,24562,28,26,25,22,41
2022-09-30,14:00,4989,3227,40611,4002,26627,32,22,33,29,46
2022-09-30,16:00,4665,3684,60140,5679,28438,28,22,23,32,44
2022-09-30,18:00,4823,3595,64882,5970,28983,26,22,29,45,30
2022-10-01,8:00,4002,3706,42113,5879,28732,33,26,27,20,30
2022-10-01,10:00,4213,3551,41645,5911,29310,24,25,27,21,47
2022-10-01,12:00,4396,3413,34012,4957,27210,29,32,27,24,27
2022-10-01,14:00,4886,3336,35151,5009,26641,31,23,33,20,27
2022-10-01,16:00,3822,2645,31610,5491,20599,24,35,30,39,47
2022-10-01,18:00,3802,3437,69884,5919,25480,28,22,28,32,47
2022-10-02,8:00,3376,3256,66894,5152,21846,34,23,26,26,36
2022-10-02,10:00,3648,3222,41467,5520,26592,27,27,24,23,36
2022-10-02,12:00,3942,3279,44489,4870,23331,27,23,27,27,40
2022-10-02,14:00,3100,3409,37873,5048,29765,34,33,25,20,45
2022-10-02,16:00,3906,3416,40289,5507,27887,23,35,34,36,33
2022-10-02,18:00,3906,3685,40208,5627,26679,26,35,24,35,41
2022-10-03,8:00,4350,3743,66787,5872,29252,29,25,30,20,41
2022-10-03,10:00,4468,3602,62137,5555,27835,34,25,33,21,43
2022-10-03,12:00,4890,3498,29286,5885,28177,26,29,28,28,47
2022-10-03,14:00,3413,2778,43710,5406,22056,29,25,29,23,37
2022-10-03,16:00,3282,3408,39371,3851,28142,26,23,31,36,32
2022-10-03,18:00,4485,3140,43945,5423,20148,27,25,24,44,47
2022-10-04,8:00,4290,2834,35052,5150,0,26,22,28,29,0
2022-10-04,10:00,4797,2787,63654,5607,0,23,29,32,20,0
2022-10-04,12:00,3332,3451,67102,3410,0,33,27,33,22,0
2022-10-04,14:00,4872,2764,43600,5694,0,27,22,25,29,0
2022-10-04,16:00,4763,3670,36636,5573,0,30,26,30,32,0
2022-10-04,18:00,4111,3587,34441,5666,0,32,25,27,32,0
2022-10-05,8:00,3810,3613,37667,5959,27672,27,23,28,26,27
2022-10-05,10:00,4587,3682,40149,5903,27378,25,31,29,29,35
2022-10-05,12:00,4586,3610,61798,5856,27939,24,35,32,22,52
2022-10-05,14:00,3916,3564,69600,4456,27378,33,33,28,28,29
2022-10-05,16:00,3452,2575,33495,4405,28849,34,35,30,37,36
2022-10-05,18:00,3237,3159,37900,4938,25588,35,27,29,32,42
2022-10-06,8:00,3866,3520,41673,4252,23667,34,22,27,30,28
2022-10-06,10:00,3828,3224,39130,3913,29245,30,28,25,26,54
2022-10-06,12:00,4628,2932,43222,3887,20576,33,22,25,22,32
2022-10-06,14:00,4186,2608,67285,5829,29095,24,34,34,20,29
2022-10-06,16:00,4925,3528,61300,5710,29031,22,22,33,41,42
2022-10-06,18:00,3645,3409,37435,5683,26722,29,30,30,43,38
2022-10-07,8:00,5077,3446,32616,5594,24084,23,22,30,21,41
2022-10-07,10:00,3904,3778,44393,5772,28269,30,35,32,27,41
2022-10-07,12:00,3832,3714,38617,5896,28649,34,31,27,28,54
2022-10-07,14:00,3444,2595,33752,5600,24779,33,30,34,19,40
2022-10-07,16:00,4944,3457,69852,5917,28187,23,31,28,34,27
2022-10-07,18:00,3959,3302,66295,4140,22972,34,30,30,38,28
2022-10-08,8:00,4518,3391,31225,4488,27756,33,26,32,23,42
2022-10-08,10:00,4038,3353,29316,4879,27532,30,32,23,20,28
2022-10-08,12:00,2957,3345,40337,5893,23948,23,28,27,23,35
2022-10-08,14:00,4628,3379,34807,3825,28448,32,32,26,28,36
2022-10-08,16:00,4224,3426,31683,5998,28045,34,23,34,42,47
2022-10-08,18:00,3816,3619,67227,5638,29936,34,27,23,36,53
2022-10-09,8:00,4527,3417,63273,5624,28948,32,25,32,25,33
2022-10-09,10:00,4106,3566,28145,5703,27627,33,32,23,27,37
2022-10-09,12:00,4360,3481,33010,3961,28979,32,31,24,30,47
2022-10-09,14:00,3703,3627,44035,5033,21488,28,29,33,20,51
2022-10-09,16:00,3780,3083,31040,5502,29127,24,23,23,37,33
2022-10-09,18:00,4253,3321,37654,4755,23563,24,23,24,43,41
2022-10-10,8:00,3826,2978,69776,5549,29906,32,35,34,28,43
2022-10-10,10:00,3719,3361,60482,3875,21802,35,26,31,22,40
2022-10-10,12:00,3474,3338,42996,3291,29612,28,35,32,27,32
2022-10-10,14:00,3691,3431,44336,4292,23816,23,33,33,19,31
2022-10-10,16:00,3626,3437,36853,5536,29391,32,30,32,41,46
2022-10-10,18:00,4550,3792,39695,5752,29591,35,35,27,39,52
2022-10-11,8:00,4525,3600,30852,5751,0,24,34,28,27,0
2022-10-11,10:00,4446,3599,60987,5639,0,24,30,33,21,0
2022-10-11,12:00,4659,3654,67622,5927,0,34,22,31,28,0
2022-10-11,14:00,4534,2678,37160,4401,0,34,30,33,21,0
2022-10-11,16:00,4267,3046,34652,5036,0,23,25,33,34,0
2022-10-11,18:00,3900,3793,35421,5094,0,31,25,25,32,0
2022-10-12,8:00,4813,2888,28769,3336,22305,33,27,32,24,30
2022-10-12,10:00,4836,2897,42114,5437,27875,35,28,27,29,34
2022-10-12,12:00,4661,3231,64358,5627,21967,27,33,24,21,53
2022-10-12,14:00,4655,3357,69769,5589,29913,32,23,23,24,28
2022-10-12,16:00,4765,3403,39543,5546,29714,29,33,30,37,37
2022-10-12,18:00,3638,3566,33699,5504,26993,25,26,31,42,54
2022-10-13,8:00,3838,3603,29125,5959,26389,28,22,24,22,44
2022-10-13,10:00,4636,3593,38793,5756,27366,29,25,33,26,47
2022-10-13,12:00,3721,3634,34764,3861,26772,32,30,24,19,53
2022-10-13,14:00,3343,3217,65101,5793,26897,26,22,32,24,54
2022-10-13,16:00,3883,3349,67843,5490,23458,32,31,26,44,51
2022-10-13,18:00,3654,2658,42210,5010,28585,33,28,34,34,51
2022-10-14,8:00,3567,2778,44456,3614,20407,22,22,34,25,38
2022-10-14,10:00,3558,3603,38106,5954,24778,29,28,26,30,30
2022-10-14,12:00,3446,3392,33189,3542,23730,22,35,24,20,37
2022-10-14,14:00,4122,3177,30472,5929,26269,23,33,33,19,44
2022-10-14,16:00,4268,3710,60707,5878,26148,24,31,25,43,34
2022-10-14,18:00,4364,3467,61804,5581,29451,32,30,24,32,28
2022-10-15,8:00,3974,3487,34704,5653,26810,33,28,32,26,42
2022-10-15,10:00,4914,3616,31713,5640,24403,26,30,26,24,46
2022-10-15,12:00,3806,3400,33051,3345,26027,28,34,31,24,53
2022-10-15,14:00,3718,2634,38756,3522,23491,27,28,24,20,35
2022-10-15,16:00,3441,3196,30475,5369,26423,35,25,33,38,45
2022-10-15,18:00,4845,2850,63610,5751,25301,23,35,24,42,53
2022-10-16,8:00,4337,3339,64255,5078,26160,30,34,32,29,34
2022-10-16,10:00,4018,3117,42484,5558,21173,23,26,34,25,52
2022-10-16,12:00,3501,2632,29735,3800,20926,29,26,24,26,38
2022-10-16,14:00,3500,3377,36258,3674,26338,28,24,33,20,33
2022-10-16,16:00,4583,3697,35979,5557,27068,28,24,34,40,30
2022-10-16,18:00,3887,3757,30428,5991,29573,22,32,25,44,46
2022-10-17,8:00,3753,3779,67426,5562,26841,35,35,27,27,28
2022-10-17,10:00,5193,3795,68533,5846,26188,33,24,33,27,43
2022-10-17,12:00,4022,3758,33249,4710,26650,27,35,23,24,39
2022-10-17,14:00,4049,3157,37686,3581,29552,25,30,31,21,41
2022-10-17,16:00,2849,3649,42109,4503,20293,22,28,29,35,35
2022-10-17,18:00,4430,3085,28661,3271,29514,32,29,32,31,51
2022-10-18,8:00,3763,2962,40075,5768,0,26,22,31,28,0
2022-10-18,10:00,4053,3489,63374,5865,0,35,29,33,21,0
2022-10-18,12:00,4082,3307,69208,4317,0,23,24,23,20,0
2022-10-18,14:00,3861,2621,28207,4596,0,33,34,32,22,0
2022-10-18,16:00,3764,3416,30665,5838,0,28,26,25,34,0
2022-10-18,18:00,3812,3595,28632,5936,0,28,35,32,41,0
2022-10-19,8:00,4689,3726,31083,5835,27518,22,34,31,27,53
2022-10-19,10:00,4855,3717,41711,5651,29171,23,28,23,19,45
2022-10-19,12:00,4410,3696,63719,5991,29094,23,32,24,29,45
2022-10-19,14:00,4049,3678,67123,5091,23801,25,26,25,22,33
2022-10-19,16:00,4886,2751,38754,3239,28280,30,28,32,36,37
2022-10-19,18:00,4940,3002,29679,4582,25920,24,26,32,35,29
2022-10-20,8:00,3680,3318,43901,5230,27376,28,32,24,20,50
2022-10-20,10:00,4870,3173,28236,5821,20899,23,29,29,30,36
2022-10-20,12:00,4789,3209,35446,4477,23477,24,23,32,20,48
2022-10-20,14:00,4288,2997,64443,5953,27744,22,27,33,20,39
2022-10-20,16:00,4737,3444,66770,5568,26277,28,28,33,33,33
2022-10-20,18:00,4755,3713,43463,5897,28000,30,27,32,34,43
2022-10-21,8:00,3933,3578,36555,5744,24685,32,29,24,21,42
2022-10-21,10:00,3631,3781,44669,5864,28253,22,31,29,26,30
2022-10-21,12:00,4467,3443,28148,5417,29661,26,26,27,24,54
2022-10-21,14:00,4097,3282,41395,3900,21633,25,32,24,28,51
2022-10-21,16:00,4721,2577,64037,5759,27001,23,32,29,37,28
2022-10-21,18:00,4466,3525,66549,3783,27020,30,33,32,41,38
2022-10-22,8:00,4415,3189,32895,4183,29053,29,25,32,29,43
2022-10-22,10:00,4365,2856,39023,3658,28852,24,30,23,27,51
2022-10-22,12:00,3400,3615,38699,5776,28149,31,23,24,28,32
2022-10-22,14:00,4784,3462,37715,5105,28383,30,26,26,27,37
2022-10-22,16:00,4871,3402,44163,5840,26605,27,25,24,30,29
2022-10-22,18:00,4587,3613,64576,5556,28639,26,28,32,43,50
2022-10-23,8:00,4814,3741,65782,5717,27061,27,31,29,22,32
2022-10-23,10:00,4772,3473,44724,5606,27013,28,35,26,21,49
2022-10-23,12:00,4198,3450,30817,4015,29174,29,24,31,20,33
2022-10-23,14:00,3319,3778,43096,5978,23299,28,29,26,28,46
2022-10-23,16:00,4958,3008,33299,5711,21506,33,22,30,42,32
2022-10-23,18:00,4068,2831,37917,3446,24803,22,30,26,43,40
2022-10-24,8:00,3215,2592,67574,5717,20977,29,32,27,24,37
2022-10-24,10:00,4329,3718,61689,5620,21817,22,23,29,28,53
2022-10-24,12:00,3482,2768,31267,3616,24901,35,28,26,19,40
2022-10-24,14:00,4327,2875,32406,4254,21376,35,25,34,23,31
2022-10-24,16:00,3160,3721,38382,5867,27533,25,31,24,37,39
2022-10-24,18:00,4658,3403,32437,5546,26719,23,24,24,33,53
2022-10-25,8:00,3712,3537,33435,5633,0,23,27,34,20,0
2022-10-25,10:00,3907,3630,68435,5607,0,32,24,30,19,0
2022-10-25,12:00,4558,3487,64107,5831,0,32,27,27,22,0
2022-10-25,14:00,4276,3028,28560,4038,0,29,29,29,24,0
2022-10-25,16:00,4304,2551,40329,3617,0,34,29,32,38,0
2022-10-25,18:00,3633,3524,29826,4843,0,30,25,30,31,0
2022-10-26,8:00,4592,3491,39421,4020,20567,31,27,31,22,46
2022-10-26,10:00,3441,3469,40265,4621,27966,26,32,26,26,35
2022-10-26,12:00,3230,3404,67629,5771,22258,24,32,30,30,35
2022-10-26,14:00,3903,3476,68325,3882,29250,22,24,26,29,45
2022-10-26,16:00,4068,3423,35693,5615,29991,31,29,28,33,33
2022-10-26,18:00,4984,3403,36264,5828,24034,33,31,26,37,46
2022-10-27,8:00,3832,3551,40686,5573,27081,23,23,26,20,49
2022-10-27,10:00,4657,3658,41716,5755,29144,24,30,24,20,39
2022-10-27,12:00,4866,3723,34721,4037,26214,32,28,25,25,28
2022-10-27,14:00,4150,3368,67002,5902,21982,32,28,34,19,52
2022-10-27,16:00,3258,3367,64225,5482,21096,24,23,28,33,51
2022-10-27,18:00,3970,3187,35373,3752,26610,35,34,34,38,54
2022-10-28,8:00,4752,2809,33907,3380,26675,24,30,28,26,27
2022-10-28,10:00,3517,3678,44127,3356,23570,22,25,31,28,31
2022-10-28,12:00,3501,2555,33656,4677,26497,30,35,26,26,31
2022-10-28,14:00,4901,3119,36984,3770,27257,33,33,31,23,41
2022-10-28,16:00,4002,3695,64259,5844,29390,34,32,25,32,38
2022-10-28,18:00,4496,3723,68286,5748,29090,24,27,26,36,34
2022-10-29,8:00,3711,3701,33901,5691,28672,22,24,32,26,27
2022-10-29,10:00,5036,3733,32917,5523,29761,32,25,23,27,37
2022-10-29,12:00,3916,3540,36429,4696,29646,32,25,32,19,54
2022-10-29,14:00,4368,3166,42716,4623,22419,32,26,24,24,42
2022-10-29,16:00,3867,2761,43795,3791,24279,22,35,31,30,47
2022-10-29,18:00,3889,3284,62530,5633,20673,35,22,26,42,33
2022-10-30,8:00,4871,3619,61960,3620,22802,22,25,31,28,36
2022-10-30,10:00,3217,3243,33772,5460,27312,26,29,23,25,40
2022-10-30,12:00,4574,2740,43476,5729,27778,27,32,34,22,52
2022-10-30,14:00,3577,3554,43751,3547,27681,25,30,30,26,28
2022-10-30,16:00,3559,3736,30964,5665,29152,24,23,24,31,33
2022-10-30,18:00,3931,3657,35137,5924,28369,27,31,33,31,53
2022-10-31,8:00,4127,3648,60963,5847,26434,28,26,33,27,33
2022-10-31,10:00,3611,3476,60536,5836,29904,31,30,34,27,30
2022-10-31,12:00,4698,3579,41891,3597,27066,26,35,34,30,30
2022-10-31,14:00,3411,2565,35340,3782,22759,30,28,25,21,45
2022-10-31,16:00,3440,3547,35967,5973,25432,22,32,34,36,41
2022-10-31,18:00,3482,2670,40415,4800,28073,34,27,31,37,45
2022-11-01,8:00,4418,2973,39871,3507,0,35,23,32,28,0
2022-11-01,10:00,3979,3033,68734,5978,0,35,31,29,25,0
2022-11-01,12:00,4253,3566,60845,5966,0,27,23,30,27,0
2022-11-01,14:00,4232,2606,30494,5713,0,25,31,33,25,0
2022-11-01,16:00,4532,3722,40677,5598,0,22,23,25,41,0
2022-11-01,18:00,5068,3626,40330,5741,0,34,31,34,30,0
2022-11-02,8:00,4933,3795,33179,5657,29998,25,35,25,25,44
2022-11-02,10:00,4276,3615,34610,5597,28614,25,22,27,21,51
2022-11-02,12:00,4304,3468,66430,5541,28597,34,23,31,21,39
2022-11-02,14:00,3625,3283,67154,3850,26891,35,33,34,19,29
2022-11-02,16:00,4995,3114,41828,5474,25593,23,23,25,31,27
2022-11-02,18:00,4927,3050,38145,5670,28145,34,30,23,39,42
2022-11-03,8:00,3390,3212,34488,5490,26104,24,29,34,24,46
2022-11-03,10:00,4914,3308,31850,5777,23892,31,25,26,23,45
2022-11-03,12:00,3290,3324,41564,4268,20439,27,33,28,30,35
2022-11-03,14:00,3655,3192,65175,5971,27286,25,27,31,20,48
2022-11-03,16:00,3643,3667,68648,5870,27208,29,33,28,37,40
2022-11-03,18:00,3678,3412,33078,5842,27078,30,30,30,44,54
2022-11-04,8:00,5098,3519,40168,5639,26834,24,22,26,26,37
2022-11-04,10:00,4526,3752,33448,5676,27331,26,27,26,30,49
2022-11-04,12:00,3702,3456,37074,3933,28563,29,28,29,27,50
2022-11-04,14:00,3822,2539,34406,5150,27466,26,29,24,21,44
2022-11-04,16:00,4679,3385,68591,5591,21253,30,24,23,31,27
2022-11-04,18:00,4189,3535,66907,5419,23209,34,32,23,38,35
2022-11-05,8:00,4537,3139,36800,4827,23549,33,27,28,26,31
2022-11-05,10:00,4470,2672,42083,4415,23702,27,35,34,25,49
2022-11-05,12:00,3033,3746,29638,4300,20614,31,23,27,23,40
2022-11-05,14:00,4817,2758,38340,4504,29078,24,30,30,29,34
2022-11-05,16:00,3843,3775,29382,5863,28723,26,23,27,45,42
2022-11-05,18:00,4858,3404,61403,5678,29490,29,35,33,41,44
2022-11-06,8:00,4389,3617,69011,5737,29543,33,30,25,27,36
2022-11-06,10:00,3986,3410,31292,5634,26419,32,25,26,23,29
2022-11-06,12:00,4446,3781,37011,3479,26351,26,29,23,23,31
2022-11-06,14:00,2837,3316,28419,4242,21900,23,29,32,25,30
2022-11-06,16:00,4384,2683,40411,4818,25680,26,23,23,30,33
2022-11-06,18:00,4685,3405,32517,5987,26751,27,33,23,35,42
2022-11-07,8:00,4672,3373,63302,5870,25862,22,22,33,25,51
2022-11-07,10:00,4340,3315,67857,5000,21712,30,29,29,23,44
2022-11-07,12:00,3440,2661,43422,4903,22329,34,24,34,30,30
2022-11-07,14:00,4249,3078,37700,5468,22499,32,27,32,30,54
2022-11-07,16:00,3361,3599,33693,5907,29619,33,35,32,38,31
2022-11-07,18:00,4405,3430,28767,5803,27194,31,23,26,42,31
2022-11-08,8:00,3897,3474,42818,5690,0,34,28,26,25,0
2022-11-08,10:00,4404,3636,61549,5824,0,31,23,32,27,0
2022-11-08,12:00,3753,3726,69956,4660,0,29,33,29,22,0
2022-11-08,14:00,3931,2565,34140,5685,0,25,29,34,23,0
2022-11-08,16:00,4875,2569,38837,4393,0,32,30,31,38,0
2022-11-08,18:00,3267,3646,31716,5622,0,35,32,33,35,0
2022-11-09,8:00,3248,2915,32481,5628,25292,33,24,24,19,28
2022-11-09,10:00,4877,3031,34548,5261,20300,27,28,25,28,38
2022-11-09,12:00,3245,2940,62293,5730,24695,28,26,23,24,29
2022-11-09,14:00,4898,3663,64837,3868,29982,22,29,30,25,35
2022-11-09,16:00,4508,3795,35758,5999,29934,23,24,32,39,52
2022-11-09,18:00,4379,3598,38900,5633,28286,35,22,25,41,44
2022-11-10,8:00,3681,3438,35993,5890,26528,31,33,25,24,53
2022-11-10,10:00,4667,3544,33542,5536,28187,25,30,33,30,30
2022-11-10,12:00,4554,3444,42828,5812,29837,22,29,24,19,41
2022-11-10,14:00,3472,2894,67380,5517,20277,30,24,25,30,35
2022-11-10,16:00,3593,3525,62385,5206,23917,28,24,27,37,53
2022-11-10,18:00,3989,3392,42308,5739,27307,28,31,30,33,43
2022-11-11,8:00,3794,3418,28671,4419,21636,24,24,27,29,37
2022-11-11,10:00,2857,3290,28163,3954,22161,25,23,24,29,28
2022-11-11,12:00,3764,3249,36656,5547,21389,28,24,28,30,44
2022-11-11,14:00,3200,2569,39234,4014,26690,32,27,26,21,54
2022-11-11,16:00,3415,3565,64592,5534,26636,33,28,29,33,46
2022-11-11,18:00,4940,3529,64795,5714,29468,24,30,33,31,31
2022-11-12,8:00,4851,3613,38634,5718,27848,22,26,30,25,34
2022-11-12,10:00,5096,3739,32798,5815,22862,24,31,23,27,45
2022-11-12,12:00,5107,3488,38749,5849,28045,32,27,34,24,27
2022-11-12,14:00,3965,2834,33827,4531,25969,25,29,34,20,31
